catch_terms,recode_column,country_name,country_domain,iso2,iso3,checked,notes
latvia|riga|daugavpils|liepāja|liepaja|jelgava|jūrmala|jurmala|ventspils|rēzekne|rezekne|valmiera|ogre|jēkabpils|jekabpils|salaspils|mārupe|marupe|tukums|cēsis|cesis|sigulda|olaine|kuldīga|kuldiga|bauska|saldus|talsi|dobele|ludza|ikšķile|ikskile|krāslava|kraslava|ādaži|adazi|aizkraukle|līvāni|livani|gulbene|limbaži|limbazi|madona|alūksne|aluksne|preiļi|preili|lielvārde|lielvarde|balvi|iecava|ķekava|kekava|smiltene|carnikava|valka|ozolnieki|aizpute|piņķi|pinki|baldone|grobiņa|grobina|kandava|ulbroka|saulkrasti|pļaviņas|plavinas|brocēni|broceni|viļāni|vilani|rūjiena|rujiena|salacgrīva|salacgriva|koknese|skrīveri|skriveri|auce|priekuļi|priekuli|ilūkste|ilukste|roja|ķegums|kegums|garkalne|vecumnieki|inčukalns|incukalns|kārsava|karsava|skrunda|dagda|priekule|mālpils|malpils|jaunjelgava|varakļāni|varaklani|ērgļi|ergli|ropaži|ropazi|vaiņode|vainode|viesīte|viesite|lubāna|lubana|dundaga|mērsrags|mersrags|zilupe|cesvaine|rauna|viļaka|vilaka|ragana|mazsalaca|aloja|līgatne|ligatne|aknīste|akniste|nereta|strenči|strenci|nīca|nica|kocēni|koceni|jaunpiebalga|pāvilosta|pavilosta|aglona|ape|jaunpils|riebiņi|riebini|pilsrundāle|pilsrundale|alsunga|naukšēni|naukseni|smārde|smarde|rucava|rugāji|rugaji|vecpiebalga|mūrmuiža|murmuiza|baltinava|burtnieki|lieģi|liegi|stalbe|tērvete|tervete|loja|cibla|vecvārkava|vecvarkava|drabeši|drabesi|sala|baloži|balozi,latvia|riga|daugavpils|liepāja|liepaja|jelgava|jūrmala|jurmala|ventspils|rēzekne|rezekne|valmiera|ogre|jēkabpils|jekabpils|salaspils|mārupe|marupe|tukums|cēsis|cesis|sigulda|olaine|kuldīga|kuldiga|bauska|saldus|talsi|dobele|ludza|ikšķile|ikskile|krāslava|kraslava|ādaži|adazi|aizkraukle|līvāni|livani|gulbene|limbaži|limbazi|madona|alūksne|aluksne|preiļi|preili|lielvārde|lielvarde|balvi|iecava|ķekava|kekava|smiltene|carnikava|valka|ozolnieki|aizpute|piņķi|pinki|baldone|grobiņa|grobina|kandava|ulbroka|saulkrasti|pļaviņas|plavinas|brocēni|broceni|viļāni|vilani|rūjiena|rujiena|salacgrīva|salacgriva|koknese|skrīveri|skriveri|auce|priekuļi|priekuli|ilūkste|ilukste|roja|ķegums|kegums|garkalne|vecumnieki|inčukalns|incukalns|kārsava|karsava|skrunda|dagda|priekule|mālpils|malpils|jaunjelgava|varakļāni|varaklani|ērgļi|ergli|ropaži|ropazi|vaiņode|vainode|viesīte|viesite|lubāna|lubana|dundaga|mērsrags|mersrags|zilupe|cesvaine|rauna|viļaka|vilaka|ragana|mazsalaca|aloja|līgatne|ligatne|aknīste|akniste|nereta|strenči|strenci|nīca|nica|kocēni|koceni|jaunpiebalga|pāvilosta|pavilosta|aglona|ape|jaunpils|riebiņi|riebini|pilsrundāle|pilsrundale|alsunga|naukšēni|naukseni|smārde|smarde|rucava|rugāji|rugaji|vecpiebalga|mūrmuiža|murmuiza|baltinava|burtnieki|lieģi|liegi|stalbe|tērvete|tervete|loja|cibla|vecvārkava|vecvarkava|drabeši|drabesi|sala|baloži|balozi,latvia,.lv,LV,LVA,,
lebanon|beirut|tripoli|sidon|tyre|zahlé|zahle|joünié|jounie|nabatîyé|nabatiye|baalbek|baabda|halba|el qâa|el qaa|amioûn|amioun,lebanon|beirut|tripoli|sidon|tyre|zahlé|zahle|joünié|jounie|nabatîyé|nabatiye|baalbek|baabda|halba|el qâa|el qaa|amioûn|amioun,lebanon,.lb,LB,LBN,,
lesotho|maseru|teyateyaneng|mafeteng|leribe|mohale’s hoek|mohale's hoek|quthing|butha-buthe|mokhotlong|thaba-tseka|qacha’s nek|qacha's nek|maputsoe,lesotho|maseru|teyateyaneng|mafeteng|leribe|mohale’s hoek|mohale's hoek|quthing|butha-buthe|mokhotlong|thaba-tseka|qacha’s nek|qacha's nek|maputsoe,lesotho,.ls,LS,LSO,,
liberia|monrovia|gbarnga|kakata|harper|voinjama|zwedru|robertsport|sanniquellie|greenville|bensonville|barclayville|cestos city|buchanan|tubmanburg|fish town|bopolu|upper buchanan,liberia|monrovia|gbarnga|kakata|harper|voinjama|zwedru|robertsport|sanniquellie|greenville|bensonville|barclayville|cestos city|buchanan|tubmanburg|fish town|bopolu|upper buchanan,liberia,.lr,LR,LBR,,
libya|tripoli|benghazi|mişrātah|misratah|al bayḑā’|al bayda'|al khums|az zāwīyah|az zawiyah|gharyān|gharyan|al marj|ajdābiyā|ajdabiya|tobruk|darnah|sabhā|sabha|şabrātah|sabratah|zuwārah|zuwarah|surt|nālūt|nalut|murzuq|ghāt|ghat|hūn|hun|al ‘azīzīyah|al `aziziyah|awbārī|awbari|idrī|idri|al kufrah|yafran|banī walīd|bani walid|tājūrā’|tajura'|birāk|birak|shaḩḩāt|shahhat|mizdah|al jawf|ghadāmis|ghadamis|awjilah|qamīnis|qaminis|tajarhī|tajarhi|al ‘uqaylah|al `uqaylah|marādah|maradah|al jaghbūb|al jaghbub|daraj|tmassah|umm al ‘abīd|umm al `abid|as sidrah|zillah,libya|tripoli|benghazi|mişrātah|misratah|al bayḑā’|al bayda'|al khums|az zāwīyah|az zawiyah|gharyān|gharyan|al marj|ajdābiyā|ajdabiya|tobruk|darnah|sabhā|sabha|şabrātah|sabratah|zuwārah|zuwarah|surt|nālūt|nalut|murzuq|ghāt|ghat|hūn|hun|al ‘azīzīyah|al `aziziyah|awbārī|awbari|idrī|idri|al kufrah|yafran|banī walīd|bani walid|tājūrā’|tajura'|birāk|birak|shaḩḩāt|shahhat|mizdah|al jawf|ghadāmis|ghadamis|awjilah|qamīnis|qaminis|tajarhī|tajarhi|al ‘uqaylah|al `uqaylah|marādah|maradah|al jaghbūb|al jaghbub|daraj|tmassah|umm al ‘abīd|umm al `abid|as sidrah|zillah,libya,.ly,LY,LBY,,
liechtenstein|vaduz|schaan|mauren|eschen|triesenberg|ruggell|gamprin|schellenberg|planken|balzers|triesen,liechtenstein|vaduz|schaan|mauren|eschen|triesenberg|ruggell|gamprin|schellenberg|planken|balzers|triesen,liechtenstein,.li,LI,LIE,,
lithuania|vilnius|kaunas|klaipėda|klaipeda|šiauliai|siauliai|panevėžys|panevezys|alytus|marijampolė|marijampole|mažeikiai|mazeikiai|utena|jonava|kėdainiai|kedainiai|telšiai|telsiai|tauragė|taurage|ukmergė|ukmerge|visaginas|plungė|plunge|kretinga|šilutė|silute|palanga|radviliškis|radviliskis|rokiškis|rokiskis|druskininkai|elektrėnai|elektrenai|biržai|birzai|jurbarkas|vilkaviškis|vilkaviskis|joniškis|joniskis|anykščiai|anyksciai|varėna|varena|prienai|kelmė|kelme|naujoji akmenė|naujoji akmene|šalčininkai|salcininkai|pasvalys|zarasai|kupiškis|kupiskis|kazlų rūda|kazlu ruda|molėtai|moletai|skuodas|šakiai|sakiai|šilalė|silale|pakruojis|trakai|švenčionys|svencionys|kalvarija|lazdijai|rietavas|nida|birštonas|birstonas|širvintos|sirvintos|pagėgiai|pagegiai|kaišiadorys|kaisiadorys|raseiniai|ignalina|gargždai|gargzdai|kuršėnai|kursenai|grigiškės|grigiskes|lentvaris|garliava|pabradė|pabrade|domeikava,lithuania|vilnius|kaunas|klaipėda|klaipeda|šiauliai|siauliai|panevėžys|panevezys|alytus|marijampolė|marijampole|mažeikiai|mazeikiai|utena|jonava|kėdainiai|kedainiai|telšiai|telsiai|tauragė|taurage|ukmergė|ukmerge|visaginas|plungė|plunge|kretinga|šilutė|silute|palanga|radviliškis|radviliskis|rokiškis|rokiskis|druskininkai|elektrėnai|elektrenai|biržai|birzai|jurbarkas|vilkaviškis|vilkaviskis|joniškis|joniskis|anykščiai|anyksciai|varėna|varena|prienai|kelmė|kelme|naujoji akmenė|naujoji akmene|šalčininkai|salcininkai|pasvalys|zarasai|kupiškis|kupiskis|kazlų rūda|kazlu ruda|molėtai|moletai|skuodas|šakiai|sakiai|šilalė|silale|pakruojis|trakai|švenčionys|svencionys|kalvarija|lazdijai|rietavas|nida|birštonas|birstonas|širvintos|sirvintos|pagėgiai|pagegiai|kaišiadorys|kaisiadorys|raseiniai|ignalina|gargždai|gargzdai|kuršėnai|kursenai|grigiškės|grigiskes|lentvaris|garliava|pabradė|pabrade|domeikava,lithuania,.lt,LT,LTU,,
luxembourg|esch sur alzette|diekirch|echternach|remich|grevenmacher|capellen|wiltz|vianden|mersch|clervaux|redange sur attert|rumelange|steinfort|mondorf les bains|bascharage,luxembourg|esch sur alzette|diekirch|echternach|remich|grevenmacher|capellen|wiltz|vianden|mersch|clervaux|redange sur attert|rumelange|steinfort|mondorf les bains|bascharage,luxembourg,.lu,LU,LUX,,
macao|macau,macao|macau,macao,.mo,MO,MAC,,
macedonia|skopje|tetovo|bitola|kumanovo|prilep|ohrid|strumica|veles|štip|stip|kavadarci|gostivar|kočani|kocani|kičevo|kicevo|struga|radoviš|radovis|gevgelija|debar|kriva palanka|sveti nikole|negotino|delčevo|delcevo|vinica|probištip|probistip|aračinovo|aracinovo|berovo|kratovo|sopište|sopiste|bogovinje|bogdanci|studeničani|studenicani|kruševo|krusevo|vrapčište|vrapciste|valandovo|želino|zelino|tearce|makedonski brod|demir kapija|pehčevo|pehcevo|brvenica|novo selo|petrovec|vevčani|vevcani|lipkovo|demir hisar|plasnica|rosoman|mogila|krivogaštani|krivogastani|zrnovci|vasilevo|gradsko|bosilovo|staro nagoričane|staro nagoricane|rankovce|novaci|konče|konce|obleševo|oblesevo|jegunovce|belčišta|belcista|lozovo|dolneni|rostuša|rostusa|centar župa|centar zupa|zelenikovo|čučer-sandevo|cucer-sandevo|karbinci|star dojran|ilinden|makedonska kamenica|resen|dračevo|dracevo|radišani|radisani|čegrane|cegrane|labuništa|labunista|velešta|velesta|batinci|čelopek|celopek,macedonia|skopje|tetovo|bitola|kumanovo|prilep|ohrid|strumica|veles|štip|stip|kavadarci|gostivar|kočani|kocani|kičevo|kicevo|struga|radoviš|radovis|gevgelija|debar|kriva palanka|sveti nikole|negotino|delčevo|delcevo|vinica|probištip|probistip|aračinovo|aracinovo|berovo|kratovo|sopište|sopiste|bogovinje|bogdanci|studeničani|studenicani|kruševo|krusevo|vrapčište|vrapciste|valandovo|želino|zelino|tearce|makedonski brod|demir kapija|pehčevo|pehcevo|brvenica|novo selo|petrovec|vevčani|vevcani|lipkovo|demir hisar|plasnica|rosoman|mogila|krivogaštani|krivogastani|zrnovci|vasilevo|gradsko|bosilovo|staro nagoričane|staro nagoricane|rankovce|novaci|konče|konce|obleševo|oblesevo|jegunovce|belčišta|belcista|lozovo|dolneni|rostuša|rostusa|centar župa|centar zupa|zelenikovo|čučer-sandevo|cucer-sandevo|karbinci|star dojran|ilinden|makedonska kamenica|resen|dračevo|dracevo|radišani|radisani|čegrane|cegrane|labuništa|labunista|velešta|velesta|batinci|čelopek|celopek,macedonia,.mk,MK,MKD,,
madagascar|antananarivo|antsirabe|toamasina|fianarantsoa|mahajanga|toliara|antsiranana|antalaha|sambava|ambatondrazaka|maroantsetra|morondava|marovoay|ambanja|mananjary|farafangana|andoany|antsohihy|miandrivazo|tôlan̈aro|tolanaro|ihosy|morombe|iharan̈a|iharana|maintirano|mandritsara|bekily|manja|besalampy|androka,madagascar|antananarivo|antsirabe|toamasina|fianarantsoa|mahajanga|toliara|antsiranana|antalaha|sambava|ambatondrazaka|maroantsetra|morondava|marovoay|ambanja|mananjary|farafangana|andoany|antsohihy|miandrivazo|tôlan̈aro|tolanaro|ihosy|morombe|iharan̈a|iharana|maintirano|mandritsara|bekily|manja|besalampy|androka,madagascar,.mg,MG,MDG,,
malawi|blantyre|lilongwe|mzuzu|zomba|salima|nkhotakota|mangochi|karonga|nkhata bay|mzimba|mulanje|nsanje|mchinji|dedza|chitipa|mwanza|ntcheu|thyolo|rumphi|balaka|chiradzulu|phalombe|machinga|chikwawa|kasungu|dowa|neno|ntchisi|chiromo,malawi|blantyre|lilongwe|mzuzu|zomba|salima|nkhotakota|mangochi|karonga|nkhata bay|mzimba|mulanje|nsanje|mchinji|dedza|chitipa|mwanza|ntcheu|thyolo|rumphi|balaka|chiradzulu|phalombe|machinga|chikwawa|kasungu|dowa|neno|ntchisi|chiromo,malawi,.mw,MW,MWI,,
malaysia|kuala lumpur|klang|ipoh|butterworth|johor bahru|george town|petaling jaya|kuantan|shah alam|kota bharu|melaka|kota kinabalu|seremban|sandakan|sungai petani|kuching|kuala terengganu|sibu|taiping|miri|alor setar|bukit mertajam|lahad datu|muar|kluang|bintulu|batu pahat|tawau|teluk intan|cukai|putrajaya|kangar|labuan|raub|kuala lipis,malaysia|kuala lumpur|klang|ipoh|butterworth|johor bahru|george town|petaling jaya|kuantan|shah alam|kota bharu|melaka|kota kinabalu|seremban|sandakan|sungai petani|kuching|kuala terengganu|sibu|taiping|miri|alor setar|bukit mertajam|lahad datu|muar|kluang|bintulu|batu pahat|tawau|teluk intan|cukai|putrajaya|kangar|labuan|raub|kuala lipis,malaysia,.my,MY,MYS,,
maldives|(?<![a-z])male(?![a-z])|un’goofaaru|un'goofaaru|naifaru|mahibadhoo|eydhafushi|thinadhoo|funadhoo|kulhudhuffushi|dhihdhoo|kudahuvadhoo|rasdhoo|thulusdhoo|viligili|hithadhoo|veymandoo|felidhoo|nilandhoo|foammulah|muli|fonadhoo|manadhoo,maldives|male|un’goofaaru|un'goofaaru|naifaru|mahibadhoo|eydhafushi|thinadhoo|funadhoo|kulhudhuffushi|dhihdhoo|kudahuvadhoo|rasdhoo|thulusdhoo|viligili|hithadhoo|veymandoo|felidhoo|nilandhoo|foammulah|muli|fonadhoo|manadhoo,maldives,.mv,MV,MDV,,
mali|bamako|sikasso|ségou|segou|mopti|koutiala|kayes|gao|timbuktu|koulikoro|kidal|kati|markala|kita|bougouni|djenné|djenne|banamba|bourèm guindou|bourem guindou|bafoulabé|bafoulabe|ménaka|menaka|nara|kangaba|nioro|goundam|aguelhok|tessalit|sokolo|yélimané|yelimane|araouane|taoudenni|satadougou,mali|bamako|sikasso|ségou|segou|mopti|koutiala|kayes|gao|timbuktu|koulikoro|kidal|kati|markala|kita|bougouni|djenné|djenne|banamba|bourèm guindou|bourem guindou|bafoulabé|bafoulabe|ménaka|menaka|nara|kangaba|nioro|goundam|aguelhok|tessalit|sokolo|yélimané|yelimane|araouane|taoudenni|satadougou,mali,.ml,ML,MLI,,
malta|valletta|birkirkara|sliema|mosta|saint paul's bay|fgura|qormi|żabbar|zabbar|tarxien|marsaskala|imsida|gżira|gzira|swieqi|żejtun|zejtun|santa venera|attard|rabat|żurrieq|zurrieq|birżebbuġa|birzebbuga|mellieħa|mellieha|ħamrun|hamrun|senglea|pietà|pieta|siġġiewi|siggiewi|cospicua|balzan|ta’ xbiex|ta' xbiex|marsa|luqa|vittoriosa|għaxaq|ghaxaq|lija|xagħra|xaghra|pembroke|nadur|iklin|floriana|kalkara|imqabba|san ġwann|san gwann|gudja|marsaxlokk|dingli|kirkop|għargħur|gharghur|san ġiljan|san giljan|xewkija|imġarr|imgarr|imtarfa|xgħajra|xghajra|qrendi|għajnsielem|ghajnsielem|safi|sannat|qala|kerċem|kercem|munxar|fontana|paola|għarb|gharb|żebbuġ|zebbug|naxxar|san lawrenz|imdina|għasri|ghasri|santa luċija|santa lucija,malta|valletta|birkirkara|sliema|mosta|saint paul's bay|fgura|qormi|żabbar|zabbar|tarxien|marsaskala|imsida|gżira|gzira|swieqi|żejtun|zejtun|santa venera|attard|rabat|żurrieq|zurrieq|birżebbuġa|birzebbuga|mellieħa|mellieha|ħamrun|hamrun|senglea|pietà|pieta|siġġiewi|siggiewi|cospicua|balzan|ta’ xbiex|ta' xbiex|marsa|luqa|vittoriosa|għaxaq|ghaxaq|lija|xagħra|xaghra|pembroke|nadur|iklin|floriana|kalkara|imqabba|san ġwann|san gwann|gudja|marsaxlokk|dingli|kirkop|għargħur|gharghur|san ġiljan|san giljan|xewkija|imġarr|imgarr|imtarfa|xgħajra|xghajra|qrendi|għajnsielem|ghajnsielem|safi|sannat|qala|kerċem|kercem|munxar|fontana|paola|għarb|gharb|żebbuġ|zebbug|naxxar|san lawrenz|imdina|għasri|ghasri|santa luċija|santa lucija,malta,.mt,MT,MLT,,
marshall islands|majuro,marshall islands|majuro,marshall islands,.mh,MH,MHL,,
martinique|fort de france,martinique|fort de france,martinique,.mq,MQ,MTQ,,
mauritania|nouakchott|néma|nema|nouadhibou|kiffa|zouerate|rosso|atar|tidjikja|aleg|arafat|tevragh zeina|dar naim|aioun|sélibaby|selibaby|akjoujt|kaédi|kaedi|boutilimit|bogué|bogue|timbedgha|chegga|fdérik|fderik|bîr mogreïn|bir mogrein,mauritania|nouakchott|néma|nema|nouadhibou|kiffa|zouerate|rosso|atar|tidjikja|aleg|arafat|tevragh zeina|dar naim|aioun|sélibaby|selibaby|akjoujt|kaédi|kaedi|boutilimit|bogué|bogue|timbedgha|chegga|fdérik|fderik|bîr mogreïn|bir mogrein,mauritania,.mr,MR,MRT,,
mauritius|port louis|curepipe|quartier militaire|centre de flacq|port mathurin|cap malheureux,mauritius|port louis|curepipe|quartier militaire|centre de flacq|port mathurin|cap malheureux,mauritius,.mu,MU,MUS,,
mayotte|mamoudzou|koungou|dzaoudzi,mayotte|mamoudzou|koungou|dzaoudzi,mayotte,.yt,YT,MYT,,
